num_of_run|moves_in_game|end|time
3064|56|[0, 0, 0, 1, 1, 0]|2020-05-24 15:13:34.581183
3065|55|[1, 0, 0, 0, 0, 0]|2020-05-24 15:13:35.352938
3066|88|[1, 1, 0, 0, 0, 0]|2020-05-24 15:13:36.394915
3067|75|[0, 0, 0, 1, 0, 0]|2020-05-24 15:13:37.641064
3068|37|[0, 0, 0, 1, 1, 0]|2020-05-24 15:13:38.135717
3069|66|[1, 0, 0, 0, 0, 0]|2020-05-24 15:13:38.895116
3070|51|[1, 1, 0, 0, 0, 0]|2020-05-24 15:13:39.600200
3071|96|[0, 0, 0, 1, 1, 0]|2020-05-24 15:13:40.808049
3072|73|[0, 0, 0, 1, 1, 0]|2020-05-24 15:13:41.678045
3073|53|[1, 1, 0, 0, 0, 0]|2020-05-24 15:13:42.387963
3074|46|[0, 0, 0, 1, 1, 0]|2020-05-24 15:13:42.961163
3075|110|[0, 0, 0, 1, 0, 0]|2020-05-24 15:13:44.444342
3076|122|[1, 0, 0, 0, 0, 0]|2020-05-24 15:13:45.999276
3077|93|[1, 0, 0, 0, 0, 0]|2020-05-24 15:13:47.254411
3078|73|[1, 0, 0, 0, 0, 0]|2020-05-24 15:13:48.159018
3079|110|[0, 0, 0, 1, 1, 1]|2020-05-24 15:13:49.610057
3080|72|[1, 1, 1, 0, 0, 0]|2020-05-24 15:13:50.589233
3081|63|[1, 1, 0, 0, 0, 0]|2020-05-24 15:13:51.477023
3082|94|[0, 0, 0, 1, 0, 0]|2020-05-24 15:13:52.648259
3083|67|[0, 0, 0, 1, 1, 0]|2020-05-24 15:13:53.604893
3084|86|[1, 0, 0, 0, 0, 0]|2020-05-24 15:13:54.740241
3085|39|[1, 0, 0, 0, 0, 0]|2020-05-24 15:13:55.280821
3086|86|[1, 1, 1, 0, 0, 0]|2020-05-24 15:13:56.423862
3087|64|[1, 0, 0, 0, 0, 0]|2020-05-24 15:13:57.237655
3088|60|[1, 1, 0, 0, 0, 0]|2020-05-24 15:13:57.952174
3089|66|[0, 0, 0, 1, 0, 0]|2020-05-24 15:13:58.811752
3090|68|[1, 0, 0, 0, 0, 0]|2020-05-24 15:13:59.735708
3091|51|[1, 0, 0, 0, 0, 0]|2020-05-24 15:14:00.463347
3092|93|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:01.615239
3093|92|[1, 1, 1, 0, 0, 0]|2020-05-24 15:14:02.850365
3094|44|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:03.515619
3095|82|[1, 1, 0, 0, 0, 0]|2020-05-24 15:14:04.571644
3096|61|[0, 0, 0, 1, 1, 1]|2020-05-24 15:14:05.332917
3097|72|[1, 0, 0, 0, 0, 0]|2020-05-24 15:14:06.223712
3098|58|[1, 1, 1, 0, 0, 0]|2020-05-24 15:14:07.072734
3099|56|[1, 1, 0, 0, 0, 0]|2020-05-24 15:14:07.903837
3100|109|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:09.329918
3101|199|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:12.405964
3102|55|[0, 0, 0, 1, 1, 0]|2020-05-24 15:14:13.253747
3103|49|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:13.898318
3104|91|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:15.180350
3105|81|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:16.175897
3106|63|[1, 1, 0, 0, 0, 0]|2020-05-24 15:14:17.212744
3107|101|[0, 0, 0, 1, 1, 0]|2020-05-24 15:14:18.458246
3108|51|[0, 0, 0, 1, 1, 1]|2020-05-24 15:14:19.162355
3109|58|[1, 0, 0, 0, 0, 0]|2020-05-24 15:14:19.980381
3110|98|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:21.312389
3111|81|[1, 0, 0, 0, 0, 0]|2020-05-24 15:14:22.329967
3112|50|[1, 1, 1, 0, 0, 0]|2020-05-24 15:14:23.104949
3113|74|[0, 0, 0, 1, 1, 0]|2020-05-24 15:14:24.057011
3114|64|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:25.048633
3115|86|[1, 0, 0, 0, 0, 0]|2020-05-24 15:14:26.141117
3116|98|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:27.431275
3117|91|[1, 0, 0, 0, 0, 0]|2020-05-24 15:14:28.724832
3118|81|[1, 1, 0, 0, 0, 0]|2020-05-24 15:14:29.802110
3119|94|[1, 0, 0, 0, 0, 0]|2020-05-24 15:14:30.940758
3120|49|[1, 1, 0, 0, 0, 0]|2020-05-24 15:14:31.603618
3121|112|[0, 0, 0, 1, 1, 0]|2020-05-24 15:14:33.263205
3122|107|[0, 0, 0, 1, 1, 0]|2020-05-24 15:14:34.719342
3123|75|[1, 0, 0, 0, 0, 0]|2020-05-24 15:14:35.691854
3124|55|[0, 0, 0, 1, 1, 1]|2020-05-24 15:14:36.399645
3125|85|[0, 0, 0, 1, 1, 0]|2020-05-24 15:14:37.481055
3126|91|[1, 1, 0, 0, 0, 0]|2020-05-24 15:14:38.644264
3127|49|[0, 0, 0, 1, 1, 0]|2020-05-24 15:14:39.443393
3128|96|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:40.797209
3129|78|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:41.897893
3130|97|[1, 0, 0, 0, 0, 0]|2020-05-24 15:14:43.172484
3131|84|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:44.283755
3132|75|[1, 1, 1, 0, 0, 0]|2020-05-24 15:14:45.803287
3133|109|[0, 0, 0, 1, 1, 1]|2020-05-24 15:14:47.163586
3134|110|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:48.446788
3135|68|[0, 0, 0, 1, 1, 0]|2020-05-24 15:14:49.273763
3136|53|[0, 0, 0, 1, 1, 0]|2020-05-24 15:14:49.997548
3137|57|[1, 1, 0, 0, 0, 0]|2020-05-24 15:14:50.806286
3138|86|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:52.019176
3139|80|[1, 1, 0, 0, 0, 0]|2020-05-24 15:14:53.047778
3140|69|[0, 0, 0, 1, 0, 0]|2020-05-24 15:14:53.954430
3141|107|[0, 0, 0, 1, 1, 0]|2020-05-24 15:14:55.399824
3142|55|[1, 1, 1, 0, 0, 0]|2020-05-24 15:14:56.144565
3143|84|[1, 1, 0, 0, 0, 0]|2020-05-24 15:14:57.233864
3144|66|[0, 0, 0, 1, 1, 0]|2020-05-24 15:14:58.200427
3145|49|[1, 1, 0, 0, 0, 0]|2020-05-24 15:14:58.888176
3146|71|[1, 1, 0, 0, 0, 0]|2020-05-24 15:14:59.992349
3147|99|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:01.395028
3148|64|[1, 1, 0, 0, 0, 0]|2020-05-24 15:15:02.384414
3149|96|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:03.882884
3150|107|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:05.271107
3151|100|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:06.720828
3152|63|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:07.787852
3153|91|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:08.968153
3154|95|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:10.285419
3155|69|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:11.249952
3156|65|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:12.090636
3157|75|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:13.110904
3158|46|[0, 0, 0, 1, 1, 0]|2020-05-24 15:15:13.751627
3159|74|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:14.739205
3160|62|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:15.564416
3161|65|[0, 0, 0, 1, 1, 0]|2020-05-24 15:15:16.536647
3162|64|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:17.600163
3163|105|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:18.993220
3164|54|[1, 1, 0, 0, 0, 0]|2020-05-24 15:15:19.775798
3165|90|[1, 1, 1, 0, 0, 0]|2020-05-24 15:15:21.064436
3166|109|[1, 1, 0, 0, 0, 0]|2020-05-24 15:15:22.734946
3167|61|[1, 1, 0, 0, 0, 0]|2020-05-24 15:15:23.523619
3168|82|[1, 1, 0, 0, 0, 0]|2020-05-24 15:15:24.802830
3169|57|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:25.510645
3170|55|[0, 0, 0, 1, 1, 0]|2020-05-24 15:15:26.411030
3171|114|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:27.933626
3172|51|[0, 0, 0, 1, 1, 0]|2020-05-24 15:15:28.643381
3173|50|[0, 0, 0, 1, 1, 1]|2020-05-24 15:15:29.362770
3174|43|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:29.912771
3175|55|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:30.578377
3176|54|[1, 1, 0, 0, 0, 0]|2020-05-24 15:15:31.371151
3177|110|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:32.937125
3178|91|[1, 1, 0, 0, 0, 0]|2020-05-24 15:15:34.256858
3179|62|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:35.127172
3180|90|[1, 1, 1, 0, 0, 0]|2020-05-24 15:15:36.444046
3181|62|[1, 1, 0, 0, 0, 0]|2020-05-24 15:15:37.313303
3182|58|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:38.039143
3183|59|[0, 0, 0, 1, 1, 0]|2020-05-24 15:15:38.887550
3184|105|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:40.358001
3185|95|[0, 0, 0, 1, 1, 0]|2020-05-24 15:15:41.600307
3186|105|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:42.896342
3187|56|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:43.692387
3188|74|[0, 0, 0, 1, 1, 0]|2020-05-24 15:15:44.570056
3189|44|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:45.160219
3190|95|[0, 0, 0, 1, 1, 0]|2020-05-24 15:15:46.854350
3191|105|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:48.173023
3192|50|[1, 0, 0, 0, 0, 0]|2020-05-24 15:15:48.765491
3193|73|[0, 0, 0, 1, 1, 0]|2020-05-24 15:15:50.857515
3194|70|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:51.883468
3195|130|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:53.732160
3196|76|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:54.799482
3197|71|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:55.879549
3198|61|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:56.839172
3199|156|[0, 0, 0, 1, 0, 0]|2020-05-24 15:15:59.591016
3200|95|[0, 0, 0, 1, 0, 0]|2020-05-24 15:16:00.800864
3201|68|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:01.775863
3202|54|[0, 0, 0, 1, 0, 0]|2020-05-24 15:16:02.486747
3203|42|[1, 1, 1, 0, 0, 0]|2020-05-24 15:16:03.033985
3204|94|[0, 0, 0, 1, 0, 0]|2020-05-24 15:16:04.249617
3205|60|[0, 0, 0, 1, 0, 0]|2020-05-24 15:16:05.078268
3206|47|[1, 1, 0, 0, 0, 0]|2020-05-24 15:16:05.719357
3207|108|[0, 0, 0, 1, 0, 0]|2020-05-24 15:16:07.111248
3208|62|[0, 0, 0, 1, 0, 0]|2020-05-24 15:16:08.049916
3209|96|[0, 0, 0, 1, 0, 0]|2020-05-24 15:16:09.313619
3210|77|[1, 1, 0, 0, 0, 0]|2020-05-24 15:16:10.234136
3211|76|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:11.216077
3212|47|[1, 1, 0, 0, 0, 0]|2020-05-24 15:16:11.816623
3213|91|[0, 0, 0, 1, 0, 0]|2020-05-24 15:16:13.015544
3214|59|[0, 0, 0, 1, 1, 0]|2020-05-24 15:16:13.806950
3215|74|[1, 1, 1, 0, 0, 0]|2020-05-24 15:16:14.808763
3216|115|[0, 0, 0, 1, 0, 0]|2020-05-24 15:16:16.265195
3217|45|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:16.861371
3218|74|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:17.787128
3219|45|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:18.444319
3220|52|[1, 1, 1, 0, 0, 0]|2020-05-24 15:16:19.265252
3221|51|[0, 0, 0, 1, 1, 0]|2020-05-24 15:16:19.981365
3222|61|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:20.757619
3223|49|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:21.440198
3224|87|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:22.651410
3225|56|[0, 0, 0, 1, 0, 0]|2020-05-24 15:16:23.376848
3226|38|[0, 0, 0, 1, 1, 0]|2020-05-24 15:16:23.885787
3227|89|[1, 1, 1, 0, 0, 0]|2020-05-24 15:16:24.938254
3228|88|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:26.061135
3229|61|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:26.875177
3230|100|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:29.083230
3231|60|[1, 1, 0, 0, 0, 0]|2020-05-24 15:16:31.006905
3232|72|[1, 1, 1, 0, 0, 0]|2020-05-24 15:16:32.445804
3233|58|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:33.392902
3234|72|[0, 0, 0, 1, 1, 1]|2020-05-24 15:16:34.426579
3235|82|[0, 0, 0, 1, 1, 1]|2020-05-24 15:16:35.732260
3236|80|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:36.910221
3237|63|[1, 1, 0, 0, 0, 0]|2020-05-24 15:16:37.836400
3238|100|[1, 1, 0, 0, 0, 0]|2020-05-24 15:16:39.337582
3239|59|[0, 0, 0, 1, 1, 0]|2020-05-24 15:16:40.144251
3240|67|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:40.955477
3241|69|[0, 0, 0, 1, 1, 0]|2020-05-24 15:16:41.909538
3242|60|[1, 1, 0, 0, 0, 0]|2020-05-24 15:16:42.811640
3243|66|[1, 1, 0, 0, 0, 0]|2020-05-24 15:16:43.796303
3244|102|[0, 0, 0, 1, 0, 0]|2020-05-24 15:16:45.146638
3245|71|[1, 1, 0, 0, 0, 0]|2020-05-24 15:16:46.073900
3246|66|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:47.019931
3247|45|[0, 0, 0, 1, 1, 1]|2020-05-24 15:16:47.681143
3248|80|[0, 0, 0, 1, 1, 0]|2020-05-24 15:16:48.656498
3249|55|[0, 0, 0, 1, 1, 0]|2020-05-24 15:16:49.487367
3250|46|[0, 0, 0, 1, 1, 0]|2020-05-24 15:16:50.076502
3251|92|[0, 0, 0, 1, 1, 0]|2020-05-24 15:16:51.260532
3252|79|[0, 0, 0, 1, 0, 0]|2020-05-24 15:16:52.314761
3253|73|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:53.232140
3254|101|[0, 0, 0, 1, 1, 0]|2020-05-24 15:16:54.521129
3255|66|[0, 0, 0, 1, 0, 0]|2020-05-24 15:16:55.395239
3256|75|[1, 1, 0, 0, 0, 0]|2020-05-24 15:16:56.401383
3257|75|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:57.425631
3258|75|[1, 0, 0, 0, 0, 0]|2020-05-24 15:16:58.386821
3259|59|[0, 0, 0, 1, 0, 0]|2020-05-24 15:16:59.155494
3260|156|[1, 0, 0, 0, 0, 0]|2020-05-24 15:17:01.130528
3261|106|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:02.701243
3262|69|[1, 0, 0, 0, 0, 0]|2020-05-24 15:17:03.696009
3263|45|[1, 1, 0, 0, 0, 0]|2020-05-24 15:17:04.269444
3264|73|[0, 0, 0, 1, 1, 0]|2020-05-24 15:17:05.475016
3265|79|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:06.648609
3266|74|[1, 1, 0, 0, 0, 0]|2020-05-24 15:17:07.574630
3267|67|[1, 0, 0, 0, 0, 0]|2020-05-24 15:17:08.483690
3268|87|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:09.610099
3269|91|[1, 0, 0, 0, 0, 0]|2020-05-24 15:17:10.772693
3270|82|[0, 0, 0, 1, 1, 1]|2020-05-24 15:17:11.861001
3271|75|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:12.827251
3272|69|[0, 0, 0, 1, 1, 1]|2020-05-24 15:17:13.708743
3273|144|[0, 0, 0, 1, 1, 1]|2020-05-24 15:17:16.022879
3274|68|[1, 1, 1, 0, 0, 0]|2020-05-24 15:17:17.007712
3275|65|[1, 0, 0, 0, 0, 0]|2020-05-24 15:17:18.193348
3276|100|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:19.706166
3277|62|[1, 1, 0, 0, 0, 0]|2020-05-24 15:17:20.692624
3278|48|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:21.344839
3279|88|[0, 0, 0, 1, 1, 1]|2020-05-24 15:17:22.559766
3280|81|[0, 0, 0, 1, 1, 0]|2020-05-24 15:17:23.658698
3281|76|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:24.600526
3282|90|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:25.681220
3283|50|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:26.430867
3284|42|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:27.003823
3285|55|[1, 1, 0, 0, 0, 0]|2020-05-24 15:17:27.747984
3286|92|[1, 1, 0, 0, 0, 0]|2020-05-24 15:17:28.891806
3287|85|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:30.183915
3288|67|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:31.109996
3289|98|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:32.502307
3290|53|[0, 0, 0, 1, 1, 0]|2020-05-24 15:17:33.250611
3291|69|[1, 1, 1, 0, 0, 0]|2020-05-24 15:17:34.197620
3292|47|[1, 1, 0, 0, 0, 0]|2020-05-24 15:17:34.909200
3293|98|[1, 0, 0, 0, 0, 0]|2020-05-24 15:17:36.336763
3294|61|[0, 0, 0, 1, 1, 1]|2020-05-24 15:17:37.548625
3295|78|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:38.713221
3296|35|[1, 0, 0, 0, 0, 0]|2020-05-24 15:17:39.179654
3297|59|[1, 0, 0, 0, 0, 0]|2020-05-24 15:17:40.007592
3298|67|[0, 0, 0, 1, 1, 1]|2020-05-24 15:17:40.868814
3299|91|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:42.109364
3300|82|[1, 1, 1, 0, 0, 0]|2020-05-24 15:17:43.242721
3301|52|[1, 1, 0, 0, 0, 0]|2020-05-24 15:17:43.962802
3302|65|[0, 0, 0, 1, 1, 0]|2020-05-24 15:17:45.059365
3303|52|[0, 0, 0, 1, 1, 0]|2020-05-24 15:17:45.804975
3304|101|[1, 1, 0, 0, 0, 0]|2020-05-24 15:17:47.166434
3305|65|[1, 1, 1, 0, 0, 0]|2020-05-24 15:17:48.203616
3306|47|[1, 0, 0, 0, 0, 0]|2020-05-24 15:17:48.787059
3307|132|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:50.625717
3308|81|[1, 0, 0, 0, 0, 0]|2020-05-24 15:17:51.886220
3309|95|[0, 0, 0, 1, 1, 0]|2020-05-24 15:17:53.276670
3310|104|[1, 1, 0, 0, 0, 0]|2020-05-24 15:17:54.683031
3311|61|[1, 1, 0, 0, 0, 0]|2020-05-24 15:17:55.574273
3312|45|[0, 0, 0, 1, 1, 0]|2020-05-24 15:17:56.249631
3313|103|[0, 0, 0, 1, 1, 0]|2020-05-24 15:17:57.678829
3314|62|[0, 0, 0, 1, 0, 0]|2020-05-24 15:17:58.487229
3315|98|[1, 1, 1, 0, 0, 0]|2020-05-24 15:17:59.931510
3316|78|[1, 0, 0, 0, 0, 0]|2020-05-24 15:18:01.030743
3317|47|[1, 0, 0, 0, 0, 0]|2020-05-24 15:18:01.638110
3318|48|[0, 0, 0, 1, 1, 1]|2020-05-24 15:18:02.260164
3319|126|[0, 0, 0, 1, 0, 0]|2020-05-24 15:18:03.703708
3320|126|[1, 0, 0, 0, 0, 0]|2020-05-24 15:18:05.365054
3321|61|[0, 0, 0, 1, 1, 1]|2020-05-24 15:18:06.179788
3322|142|[0, 0, 0, 1, 0, 0]|2020-05-24 15:18:08.034228
3323|129|[0, 0, 0, 1, 0, 0]|2020-05-24 15:18:10.051967
3324|80|[1, 0, 0, 0, 0, 0]|2020-05-24 15:18:11.227254
3325|49|[1, 1, 1, 0, 0, 0]|2020-05-24 15:18:11.946414
3326|85|[0, 0, 0, 1, 1, 0]|2020-05-24 15:18:12.985164
3327|86|[0, 0, 0, 1, 0, 0]|2020-05-24 15:18:14.329072
3328|109|[1, 0, 0, 0, 0, 0]|2020-05-24 15:18:15.649824
3329|47|[1, 1, 0, 0, 0, 0]|2020-05-24 15:18:16.301535
3330|132|[0, 0, 0, 1, 0, 0]|2020-05-24 15:18:18.095378
3331|98|[1, 0, 0, 0, 0, 0]|2020-05-24 15:18:19.378362
3332|49|[0, 0, 0, 1, 0, 0]|2020-05-24 15:18:20.057143
3333|145|[1, 0, 0, 0, 0, 0]|2020-05-24 15:18:22.225378
3334|69|[0, 0, 0, 1, 1, 0]|2020-05-24 15:18:23.192676
3335|70|[1, 1, 1, 0, 0, 0]|2020-05-24 15:18:24.094680
3336|127|[0, 0, 0, 1, 1, 1]|2020-05-24 15:18:25.770005
3337|55|[1, 1, 1, 0, 0, 0]|2020-05-24 15:18:26.462925
3338|45|[1, 0, 0, 0, 0, 0]|2020-05-24 15:18:27.041087
3339|47|[0, 0, 0, 1, 0, 0]|2020-05-24 15:18:27.754734
3340|59|[0, 0, 0, 1, 1, 1]|2020-05-24 15:18:28.486713
3341|111|[0, 0, 0, 1, 0, 0]|2020-05-24 15:18:30.081552
3342|48|[0, 0, 0, 1, 1, 0]|2020-05-24 15:18:30.831625
3343|73|[1, 1, 1, 0, 0, 0]|2020-05-24 15:18:31.750811
3344|33|[0, 0, 0, 1, 1, 1]|2020-05-24 15:18:32.211003
3345|87|[0, 0, 0, 1, 0, 0]|2020-05-24 15:18:33.274152
3346|72|[1, 0, 0, 0, 0, 0]|2020-05-24 15:18:34.240795
3347|52|[1, 1, 0, 0, 0, 0]|2020-05-24 15:18:34.950037
3348|42|[0, 0, 0, 1, 1, 0]|2020-05-24 15:18:35.633141
3349|52|[1, 1, 0, 0, 0, 0]|2020-05-24 15:18:36.282173
3350|45|[0, 0, 0, 1, 1, 0]|2020-05-24 15:18:36.845362
3351|50|[1, 1, 0, 0, 0, 0]|2020-05-24 15:18:37.479692
3352|141|[0, 0, 0, 1, 0, 0]|2020-05-24 15:18:39.245599
3353|54|[0, 0, 0, 1, 1, 0]|2020-05-24 15:18:40.007463
3354|51|[0, 0, 0, 1, 1, 0]|2020-05-24 15:18:40.664600
3355|74|[0, 0, 0, 1, 1, 0]|2020-05-24 15:18:41.649401
3356|62|[1, 1, 0, 0, 0, 0]|2020-05-24 15:18:42.542685
3357|101|[1, 0, 0, 0, 0, 0]|2020-05-24 15:18:43.873926
3358|73|[1, 1, 1, 0, 0, 0]|2020-05-24 15:18:44.859630
3359|55|[1, 1, 0, 0, 0, 0]|2020-05-24 15:18:45.893238
3360|68|[0, 0, 0, 1, 0, 0]|2020-05-24 15:18:46.835171
3361|46|[0, 0, 0, 1, 1, 1]|2020-05-24 15:18:47.495689
3362|36|[0, 0, 0, 1, 0, 0]|2020-05-24 15:18:48.037658
3363|49|[0, 0, 0, 1, 1, 0]|2020-05-24 15:18:48.734207
3364|72|[1, 1, 0, 0, 0, 0]|2020-05-24 15:18:49.797940
3365|103|[1, 0, 0, 0, 0, 0]|2020-05-24 15:18:51.110562
3366|46|[0, 0, 0, 1, 1, 1]|2020-05-24 15:18:51.793422
3367|43|[0, 0, 0, 1, 1, 0]|2020-05-24 15:18:52.383936
3368|51|[0, 0, 0, 1, 1, 0]|2020-05-24 15:18:53.022792
3369|122|[1, 0, 0, 0, 0, 0]|2020-05-24 15:18:54.664773
3370|104|[0, 0, 0, 1, 0, 0]|2020-05-24 15:18:55.912283
3371|70|[0, 0, 0, 1, 1, 0]|2020-05-24 15:18:56.965481
3372|65|[0, 0, 0, 1, 0, 0]|2020-05-24 15:18:57.777985
3373|99|[1, 1, 1, 0, 0, 0]|2020-05-24 15:18:59.686471
3374|54|[1, 1, 0, 0, 0, 0]|2020-05-24 15:19:00.686101
3375|50|[1, 1, 1, 0, 0, 0]|2020-05-24 15:19:01.418904
3376|98|[0, 0, 0, 1, 1, 0]|2020-05-24 15:19:02.955239
3377|41|[1, 1, 1, 0, 0, 0]|2020-05-24 15:19:03.563406
3378|88|[0, 0, 0, 1, 0, 0]|2020-05-24 15:19:04.721463
3379|100|[0, 0, 0, 1, 1, 0]|2020-05-24 15:19:06.051804
3380|99|[0, 0, 0, 1, 0, 0]|2020-05-24 15:19:07.301318
3381|65|[0, 0, 0, 1, 1, 1]|2020-05-24 15:19:08.158655
3382|58|[1, 1, 1, 0, 0, 0]|2020-05-24 15:19:08.897888
3383|82|[1, 1, 0, 0, 0, 0]|2020-05-24 15:19:10.059122
3384|95|[0, 0, 0, 1, 0, 0]|2020-05-24 15:19:11.353860
3385|43|[1, 1, 0, 0, 0, 0]|2020-05-24 15:19:11.962441
3386|96|[0, 0, 0, 1, 1, 0]|2020-05-24 15:19:13.348759
3387|80|[1, 0, 0, 0, 0, 0]|2020-05-24 15:19:14.352077
3388|76|[0, 0, 0, 1, 0, 0]|2020-05-24 15:19:15.333535
3389|93|[1, 1, 0, 0, 0, 0]|2020-05-24 15:19:16.553364
3390|107|[0, 0, 0, 1, 0, 0]|2020-05-24 15:19:18.107049
3391|116|[1, 0, 0, 0, 0, 0]|2020-05-24 15:19:19.569963
3392|53|[1, 1, 0, 0, 0, 0]|2020-05-24 15:19:20.275528
3393|80|[1, 1, 0, 0, 0, 0]|2020-05-24 15:19:21.218788
3394|105|[1, 1, 0, 0, 0, 0]|2020-05-24 15:19:22.664853
3395|88|[1, 0, 0, 0, 0, 0]|2020-05-24 15:19:23.780195
3396|63|[0, 0, 0, 1, 0, 0]|2020-05-24 15:19:24.554674
3397|76|[0, 0, 0, 1, 1, 0]|2020-05-24 15:19:25.477666
3398|111|[0, 0, 0, 1, 0, 0]|2020-05-24 15:19:26.953117
3399|66|[0, 0, 0, 1, 1, 0]|2020-05-24 15:19:27.792186
3400|85|[0, 0, 0, 1, 1, 1]|2020-05-24 15:19:28.979774
3401|69|[0, 0, 0, 1, 1, 0]|2020-05-24 15:19:29.890183
3402|62|[1, 1, 0, 0, 0, 0]|2020-05-24 15:19:30.959760
3403|39|[1, 0, 0, 0, 0, 0]|2020-05-24 15:19:31.452497
3404|46|[1, 1, 0, 0, 0, 0]|2020-05-24 15:19:32.223278
3405|54|[0, 0, 0, 1, 1, 0]|2020-05-24 15:19:32.960732
3406|57|[1, 1, 1, 0, 0, 0]|2020-05-24 15:19:33.692610
3407|73|[1, 0, 0, 0, 0, 0]|2020-05-24 15:19:34.578273
3408|107|[1, 1, 1, 0, 0, 0]|2020-05-24 15:19:36.026347
3409|57|[1, 1, 1, 0, 0, 0]|2020-05-24 15:19:36.723182
3410|73|[0, 0, 0, 1, 1, 1]|2020-05-24 15:19:37.597816
3411|123|[1, 0, 0, 0, 0, 0]|2020-05-24 15:19:39.119173
3412|66|[0, 0, 0, 1, 0, 0]|2020-05-24 15:19:40.018438
