num_of_run|moves_in_game|end|time
3413|42|[1, 1, 1, 0, 0, 0]|2020-05-24 15:19:40.589266
3414|37|[0, 0, 0, 1, 1, 0]|2020-05-24 15:19:41.260454
3415|47|[1, 1, 0, 0, 0, 0]|2020-05-24 15:19:41.885818
3416|90|[0, 0, 0, 1, 1, 0]|2020-05-24 15:19:43.289941
3417|103|[1, 0, 0, 0, 0, 0]|2020-05-24 15:19:44.668977
3418|42|[1, 1, 0, 0, 0, 0]|2020-05-24 15:19:45.220298
3419|97|[1, 0, 0, 0, 0, 0]|2020-05-24 15:19:46.567521
3420|101|[1, 1, 0, 0, 0, 0]|2020-05-24 15:19:47.810511
3421|50|[1, 0, 0, 0, 0, 0]|2020-05-24 15:19:48.486770
3422|73|[0, 0, 0, 1, 0, 0]|2020-05-24 15:19:49.471877
3423|69|[0, 0, 0, 1, 0, 0]|2020-05-24 15:19:50.481475
3424|109|[1, 0, 0, 0, 0, 0]|2020-05-24 15:19:51.913995
3425|92|[0, 0, 0, 1, 0, 0]|2020-05-24 15:19:53.053881
3426|74|[1, 0, 0, 0, 0, 0]|2020-05-24 15:19:54.070630
3427|89|[0, 0, 0, 1, 0, 0]|2020-05-24 15:19:55.205190
3428|55|[1, 0, 0, 0, 0, 0]|2020-05-24 15:19:55.965540
3429|42|[1, 1, 0, 0, 0, 0]|2020-05-24 15:19:56.552036
3430|79|[1, 0, 0, 0, 0, 0]|2020-05-24 15:19:57.654269
3431|69|[0, 0, 0, 1, 1, 1]|2020-05-24 15:19:58.667236
3432|59|[0, 0, 0, 1, 0, 0]|2020-05-24 15:19:59.717170
3433|60|[1, 1, 0, 0, 0, 0]|2020-05-24 15:20:00.581722
3434|71|[1, 0, 0, 0, 0, 0]|2020-05-24 15:20:01.585322
3435|47|[0, 0, 0, 1, 1, 0]|2020-05-24 15:20:02.254504
3436|51|[0, 0, 0, 1, 1, 0]|2020-05-24 15:20:02.989437
3437|54|[0, 0, 0, 1, 0, 0]|2020-05-24 15:20:03.685507
3438|96|[1, 0, 0, 0, 0, 0]|2020-05-24 15:20:04.895457
3439|73|[1, 0, 0, 0, 0, 0]|2020-05-24 15:20:05.850867
3440|52|[0, 0, 0, 1, 1, 0]|2020-05-24 15:20:06.568737
3441|78|[1, 0, 0, 0, 0, 0]|2020-05-24 15:20:07.572832
3442|52|[0, 0, 0, 1, 1, 0]|2020-05-24 15:20:08.360355
3443|64|[1, 1, 0, 0, 0, 0]|2020-05-24 15:20:09.382636
3444|57|[0, 0, 0, 1, 1, 0]|2020-05-24 15:20:10.146431
3445|80|[0, 0, 0, 1, 1, 0]|2020-05-24 15:20:11.270915
3446|118|[0, 0, 0, 1, 0, 0]|2020-05-24 15:20:13.078939
3447|50|[1, 0, 0, 0, 0, 0]|2020-05-24 15:20:13.873042
3448|128|[1, 0, 0, 0, 0, 0]|2020-05-24 15:20:15.589576
3449|56|[0, 0, 0, 1, 0, 0]|2020-05-24 15:20:16.388180
3450|77|[1, 0, 0, 0, 0, 0]|2020-05-24 15:20:17.416154
3451|98|[1, 1, 1, 0, 0, 0]|2020-05-24 15:20:18.703978
3452|82|[1, 0, 0, 0, 0, 0]|2020-05-24 15:20:19.741174
3453|72|[0, 0, 0, 1, 1, 0]|2020-05-24 15:20:20.756353
3454|104|[0, 0, 0, 1, 0, 0]|2020-05-24 15:20:22.164422
3455|68|[1, 0, 0, 0, 0, 0]|2020-05-24 15:20:22.949225
3456|47|[1, 1, 0, 0, 0, 0]|2020-05-24 15:20:23.695411
3457|76|[1, 0, 0, 0, 0, 0]|2020-05-24 15:20:24.562391
3458|95|[1, 1, 1, 0, 0, 0]|2020-05-24 15:20:25.644975
3459|49|[0, 0, 0, 1, 0, 0]|2020-05-24 15:20:26.292729
3460|102|[1, 0, 0, 0, 0, 0]|2020-05-24 15:20:27.555414
3461|75|[0, 0, 0, 1, 0, 0]|2020-05-24 15:20:28.445132
3462|63|[0, 0, 0, 1, 1, 0]|2020-05-24 15:20:29.419890
3463|64|[1, 0, 0, 0, 0, 0]|2020-05-24 15:20:30.254292
3464|56|[1, 1, 0, 0, 0, 0]|2020-05-24 15:20:30.985773
3465|77|[0, 0, 0, 1, 0, 0]|2020-05-24 15:20:32.217342
3466|49|[0, 0, 0, 1, 1, 1]|2020-05-24 15:20:32.859283
3467|68|[0, 0, 0, 1, 0, 0]|2020-05-24 15:20:33.825878
3468|50|[0, 0, 0, 1, 0, 0]|2020-05-24 15:20:34.479950
3469|66|[1, 1, 0, 0, 0, 0]|2020-05-24 15:20:35.433896
3470|113|[0, 0, 0, 1, 0, 0]|2020-05-24 15:20:37.288738
3471|78|[1, 1, 0, 0, 0, 0]|2020-05-24 15:20:38.281687
3472|99|[1, 0, 0, 0, 0, 0]|2020-05-24 15:20:39.532060
3473|86|[1, 1, 0, 0, 0, 0]|2020-05-24 15:20:40.583309
3474|75|[1, 1, 1, 0, 0, 0]|2020-05-24 15:20:41.570875
3475|78|[0, 0, 0, 1, 1, 0]|2020-05-24 15:20:42.630855
3476|72|[0, 0, 0, 1, 1, 1]|2020-05-24 15:20:43.589434
3477|52|[0, 0, 0, 1, 0, 0]|2020-05-24 15:20:44.311885
3478|49|[1, 1, 0, 0, 0, 0]|2020-05-24 15:20:44.951539
3479|49|[1, 1, 0, 0, 0, 0]|2020-05-24 15:20:45.733967
3480|103|[1, 0, 0, 0, 0, 0]|2020-05-24 15:20:47.143526
3481|56|[0, 0, 0, 1, 1, 0]|2020-05-24 15:20:47.936586
3482|143|[0, 0, 0, 1, 0, 0]|2020-05-24 15:20:50.494368
3483|81|[0, 0, 0, 1, 0, 0]|2020-05-24 15:20:51.610149
3484|61|[0, 0, 0, 1, 0, 0]|2020-05-24 15:20:55.008688
3485|44|[1, 1, 0, 0, 0, 0]|2020-05-24 15:20:56.795381
3486|55|[0, 0, 0, 1, 1, 1]|2020-05-24 15:20:57.873222
3487|63|[1, 1, 0, 0, 0, 0]|2020-05-24 15:20:58.709481
3488|99|[0, 0, 0, 1, 0, 0]|2020-05-24 15:21:00.176053
3489|61|[1, 1, 1, 0, 0, 0]|2020-05-24 15:21:01.046493
3490|90|[0, 0, 0, 1, 0, 0]|2020-05-24 15:21:02.434188
3491|69|[1, 0, 0, 0, 0, 0]|2020-05-24 15:21:03.472091
3492|76|[1, 0, 0, 0, 0, 0]|2020-05-24 15:21:04.933012
3493|100|[0, 0, 0, 1, 0, 0]|2020-05-24 15:21:06.336524
3494|86|[1, 0, 0, 0, 0, 0]|2020-05-24 15:21:07.579183
3495|99|[0, 0, 0, 1, 1, 0]|2020-05-24 15:21:09.226167
3496|52|[1, 0, 0, 0, 0, 0]|2020-05-24 15:21:10.013871
3497|60|[1, 1, 1, 0, 0, 0]|2020-05-24 15:21:10.855822
3498|73|[1, 0, 0, 0, 0, 0]|2020-05-24 15:21:11.981195
3499|56|[0, 0, 0, 1, 1, 0]|2020-05-24 15:21:12.729566
3500|160|[0, 0, 0, 1, 0, 0]|2020-05-24 15:21:15.711830
3501|81|[1, 1, 1, 0, 0, 0]|2020-05-24 15:21:17.129396
3502|77|[0, 0, 0, 1, 0, 0]|2020-05-24 15:21:18.663182
3503|64|[1, 1, 0, 0, 0, 0]|2020-05-24 15:21:19.737921
3504|56|[1, 1, 0, 0, 0, 0]|2020-05-24 15:21:20.641145
3505|70|[1, 0, 0, 0, 0, 0]|2020-05-24 15:21:25.344960
3506|82|[1, 0, 0, 0, 0, 0]|2020-05-24 15:21:26.629380
3507|58|[0, 0, 0, 1, 1, 0]|2020-05-24 15:21:27.405456
3508|110|[1, 1, 0, 0, 0, 0]|2020-05-24 15:21:29.685203
3509|61|[0, 0, 0, 1, 1, 1]|2020-05-24 15:21:30.535628
3510|77|[0, 0, 0, 1, 1, 0]|2020-05-24 15:21:31.700458
3511|68|[0, 0, 0, 1, 0, 0]|2020-05-24 15:21:33.001687
3512|94|[0, 0, 0, 1, 0, 0]|2020-05-24 15:21:34.704586
3513|62|[1, 1, 0, 0, 0, 0]|2020-05-24 15:21:35.818206
3514|99|[1, 0, 0, 0, 0, 0]|2020-05-24 15:21:38.913627
3515|55|[1, 1, 1, 0, 0, 0]|2020-05-24 15:21:39.833106
3516|72|[1, 1, 0, 0, 0, 0]|2020-05-24 15:21:40.884809
3517|110|[1, 1, 0, 0, 0, 0]|2020-05-24 15:21:42.827087
3518|78|[1, 0, 0, 0, 0, 0]|2020-05-24 15:21:43.997759
3519|104|[0, 0, 0, 1, 1, 1]|2020-05-24 15:21:46.914734
3520|80|[0, 0, 0, 1, 1, 1]|2020-05-24 15:21:49.165917
3521|81|[1, 1, 1, 0, 0, 0]|2020-05-24 15:21:50.901996
3522|88|[1, 1, 0, 0, 0, 0]|2020-05-24 15:21:54.112867
3523|113|[1, 0, 0, 0, 0, 0]|2020-05-24 15:21:55.784166
3524|73|[0, 0, 0, 1, 1, 1]|2020-05-24 15:21:59.668472
3525|116|[1, 0, 0, 0, 0, 0]|2020-05-24 15:22:01.656596
3526|87|[0, 0, 0, 1, 0, 0]|2020-05-24 15:22:03.010327
3527|99|[1, 0, 0, 0, 0, 0]|2020-05-24 15:22:04.439189
3528|62|[1, 1, 0, 0, 0, 0]|2020-05-24 15:22:05.768638
3529|48|[0, 0, 0, 1, 1, 0]|2020-05-24 15:22:06.618768
3530|34|[0, 0, 0, 1, 1, 1]|2020-05-24 15:22:07.098153
3531|81|[0, 0, 0, 1, 0, 0]|2020-05-24 15:22:08.235264
3532|81|[0, 0, 0, 1, 0, 0]|2020-05-24 15:22:09.355238
3533|71|[1, 1, 0, 0, 0, 0]|2020-05-24 15:22:10.525433
3534|150|[1, 0, 0, 0, 0, 0]|2020-05-24 15:22:13.016936
3535|83|[0, 0, 0, 1, 0, 0]|2020-05-24 15:22:14.131277
3536|67|[1, 1, 1, 0, 0, 0]|2020-05-24 15:22:15.161884
3537|75|[1, 0, 0, 0, 0, 0]|2020-05-24 15:22:16.233689
3538|69|[0, 0, 0, 1, 1, 1]|2020-05-24 15:22:17.245105
3539|48|[1, 1, 0, 0, 0, 0]|2020-05-24 15:22:17.913703
3540|66|[0, 0, 0, 1, 0, 0]|2020-05-24 15:22:18.864253
3541|84|[1, 1, 1, 0, 0, 0]|2020-05-24 15:22:19.992207
3542|68|[0, 0, 0, 1, 1, 0]|2020-05-24 15:22:20.923848
3543|91|[1, 0, 0, 0, 0, 0]|2020-05-24 15:22:22.113978
3544|81|[1, 0, 0, 0, 0, 0]|2020-05-24 15:22:23.363268
3545|111|[0, 0, 0, 1, 1, 1]|2020-05-24 15:22:24.991764
3546|67|[0, 0, 0, 1, 0, 0]|2020-05-24 15:22:25.916775
3547|96|[0, 0, 0, 1, 0, 0]|2020-05-24 15:22:27.254614
3548|87|[1, 1, 0, 0, 0, 0]|2020-05-24 15:22:28.436813
3549|69|[0, 0, 0, 1, 0, 0]|2020-05-24 15:22:29.381024
3550|75|[1, 1, 0, 0, 0, 0]|2020-05-24 15:22:30.394476
3551|52|[0, 0, 0, 1, 1, 1]|2020-05-24 15:22:31.078858
3552|104|[0, 0, 0, 1, 1, 1]|2020-05-24 15:22:32.486008
3553|67|[1, 0, 0, 0, 0, 0]|2020-05-24 15:22:33.282172
3554|66|[1, 0, 0, 0, 0, 0]|2020-05-24 15:22:34.191025
3555|73|[1, 0, 0, 0, 0, 0]|2020-05-24 15:22:35.123363
3556|68|[0, 0, 0, 1, 1, 1]|2020-05-24 15:22:36.006492
3557|57|[1, 1, 0, 0, 0, 0]|2020-05-24 15:22:38.388051
3558|117|[1, 0, 0, 0, 0, 0]|2020-05-24 15:22:40.249167
3559|110|[0, 0, 0, 1, 0, 0]|2020-05-24 15:22:45.548223
3560|49|[0, 0, 0, 1, 1, 0]|2020-05-24 15:22:46.838375
3561|64|[1, 1, 0, 0, 0, 0]|2020-05-24 15:22:48.183121
3562|75|[1, 1, 0, 0, 0, 0]|2020-05-24 15:22:49.729906
3563|74|[1, 0, 0, 0, 0, 0]|2020-05-24 15:22:52.581934
3564|102|[1, 1, 1, 0, 0, 0]|2020-05-24 15:22:53.958934
3565|83|[1, 1, 1, 0, 0, 0]|2020-05-24 15:22:55.190673
3566|57|[0, 0, 0, 1, 1, 1]|2020-05-24 15:22:56.649247
3567|94|[0, 0, 0, 1, 1, 0]|2020-05-24 15:22:58.180836
3568|54|[0, 0, 0, 1, 1, 0]|2020-05-24 15:22:58.986649
3569|133|[1, 0, 0, 0, 0, 0]|2020-05-24 15:23:00.750079
3570|78|[0, 0, 0, 1, 0, 0]|2020-05-24 15:23:01.742709
3571|147|[0, 0, 0, 1, 0, 0]|2020-05-24 15:23:04.136732
3572|76|[1, 0, 0, 0, 0, 0]|2020-05-24 15:23:05.998461
3573|69|[1, 1, 0, 0, 0, 0]|2020-05-24 15:23:07.476741
3574|61|[1, 1, 0, 0, 0, 0]|2020-05-24 15:23:08.575081
3575|84|[1, 0, 0, 0, 0, 0]|2020-05-24 15:23:10.200767
3576|68|[0, 0, 0, 1, 1, 0]|2020-05-24 15:23:11.417535
3577|103|[0, 0, 0, 1, 0, 0]|2020-05-24 15:23:14.484293
3578|47|[1, 1, 0, 0, 0, 0]|2020-05-24 15:23:15.457072
3579|93|[0, 0, 0, 1, 0, 0]|2020-05-24 15:23:17.339288
3580|48|[0, 0, 0, 1, 1, 0]|2020-05-24 15:23:18.534535
3581|102|[1, 1, 1, 0, 0, 0]|2020-05-24 15:23:20.426299
3582|68|[1, 1, 0, 0, 0, 0]|2020-05-24 15:23:21.830843
3583|69|[1, 1, 0, 0, 0, 0]|2020-05-24 15:23:23.034963
3584|82|[0, 0, 0, 1, 1, 0]|2020-05-24 15:23:24.323829
3585|68|[0, 0, 0, 1, 0, 0]|2020-05-24 15:23:25.434470
3586|97|[1, 0, 0, 0, 0, 0]|2020-05-24 15:23:27.091051
3587|98|[0, 0, 0, 1, 0, 0]|2020-05-24 15:23:28.680852
3588|172|[0, 0, 0, 1, 0, 0]|2020-05-24 15:23:31.389536
3589|54|[0, 0, 0, 1, 0, 0]|2020-05-24 15:23:32.298122
3590|107|[0, 0, 0, 1, 0, 0]|2020-05-24 15:23:34.302453
3591|90|[1, 1, 1, 0, 0, 0]|2020-05-24 15:23:35.957727
3592|70|[0, 0, 0, 1, 0, 0]|2020-05-24 15:23:37.138970
3593|51|[1, 1, 0, 0, 0, 0]|2020-05-24 15:23:38.009398
3594|80|[1, 0, 0, 0, 0, 0]|2020-05-24 15:23:40.626276
3595|51|[0, 0, 0, 1, 1, 1]|2020-05-24 15:24:01.760226
3596|85|[0, 0, 0, 1, 1, 0]|2020-05-24 15:24:05.070559
3597|84|[1, 1, 0, 0, 0, 0]|2020-05-24 15:24:06.203336
3598|70|[0, 0, 0, 1, 0, 0]|2020-05-24 15:24:07.980501
3599|103|[1, 0, 0, 0, 0, 0]|2020-05-24 15:24:18.463656
3600|80|[0, 0, 0, 1, 0, 0]|2020-05-24 15:24:27.970851
3601|97|[0, 0, 0, 1, 0, 0]|2020-05-24 15:24:33.711767
3602|67|[1, 0, 0, 0, 0, 0]|2020-05-24 15:24:34.917331
3603|37|[1, 1, 0, 0, 0, 0]|2020-05-24 15:24:35.661150
3604|78|[1, 0, 0, 0, 0, 0]|2020-05-24 15:24:36.961243
3605|79|[0, 0, 0, 1, 1, 1]|2020-05-24 15:24:38.202295
3606|61|[0, 0, 0, 1, 1, 0]|2020-05-24 15:24:39.319091
3607|53|[1, 1, 0, 0, 0, 0]|2020-05-24 15:24:40.121801
3608|68|[1, 1, 0, 0, 0, 0]|2020-05-24 15:24:41.064276
3609|130|[0, 0, 0, 1, 0, 0]|2020-05-24 15:24:43.231916
3610|70|[1, 0, 0, 0, 0, 0]|2020-05-24 15:24:44.357619
3611|91|[0, 0, 0, 1, 0, 0]|2020-05-24 15:24:46.035691
3612|65|[1, 0, 0, 0, 0, 0]|2020-05-24 15:24:47.126706
3613|61|[1, 0, 0, 0, 0, 0]|2020-05-24 15:24:48.790678
3614|103|[1, 1, 0, 0, 0, 0]|2020-05-24 15:24:50.323542
3615|68|[1, 1, 0, 0, 0, 0]|2020-05-24 15:24:51.501343
3616|93|[1, 1, 0, 0, 0, 0]|2020-05-24 15:24:53.288538
3617|68|[1, 1, 0, 0, 0, 0]|2020-05-24 15:24:54.283668
3618|91|[0, 0, 0, 1, 0, 0]|2020-05-24 15:24:55.745967
3619|82|[0, 0, 0, 1, 0, 0]|2020-05-24 15:24:57.151568
3620|109|[1, 0, 0, 0, 0, 0]|2020-05-24 15:24:59.197543
3621|70|[1, 0, 0, 0, 0, 0]|2020-05-24 15:25:00.259440
3622|78|[0, 0, 0, 1, 1, 0]|2020-05-24 15:25:01.484690
3623|66|[0, 0, 0, 1, 1, 0]|2020-05-24 15:25:02.614093
3624|111|[0, 0, 0, 1, 1, 0]|2020-05-24 15:25:05.155340
3625|74|[0, 0, 0, 1, 1, 1]|2020-05-24 15:25:06.564616
3626|104|[1, 0, 0, 0, 0, 0]|2020-05-24 15:25:08.928848
3627|61|[1, 0, 0, 0, 0, 0]|2020-05-24 15:25:10.225984
3628|97|[1, 1, 0, 0, 0, 0]|2020-05-24 15:25:12.272130
3629|58|[0, 0, 0, 1, 1, 0]|2020-05-24 15:25:13.974024
3630|78|[1, 1, 1, 0, 0, 0]|2020-05-24 15:25:16.475262
3631|55|[0, 0, 0, 1, 0, 0]|2020-05-24 15:25:17.876425
3632|74|[0, 0, 0, 1, 0, 0]|2020-05-24 15:25:19.086544
3633|88|[0, 0, 0, 1, 0, 0]|2020-05-24 15:25:20.641806
3634|82|[1, 0, 0, 0, 0, 0]|2020-05-24 15:25:21.982369
3635|53|[1, 1, 0, 0, 0, 0]|2020-05-24 15:25:23.365533
3636|56|[0, 0, 0, 1, 0, 0]|2020-05-24 15:25:24.683224
3637|57|[1, 0, 0, 0, 0, 0]|2020-05-24 15:25:26.038810
3638|76|[0, 0, 0, 1, 1, 0]|2020-05-24 15:25:27.580072
3639|71|[1, 1, 0, 0, 0, 0]|2020-05-24 15:25:28.980135
3640|87|[1, 0, 0, 0, 0, 0]|2020-05-24 15:25:30.574659
3641|57|[0, 0, 0, 1, 1, 0]|2020-05-24 15:25:31.690867
3642|66|[1, 1, 0, 0, 0, 0]|2020-05-24 15:25:32.849959
3643|67|[0, 0, 0, 1, 1, 1]|2020-05-24 15:25:33.908422
3644|56|[1, 1, 0, 0, 0, 0]|2020-05-24 15:25:35.049882
3645|150|[0, 0, 0, 1, 0, 0]|2020-05-24 15:25:37.581567
3646|57|[1, 0, 0, 0, 0, 0]|2020-05-24 15:25:38.606285
3647|56|[0, 0, 0, 1, 1, 0]|2020-05-24 15:25:39.537643
3648|84|[0, 0, 0, 1, 0, 0]|2020-05-24 15:25:40.936356
3649|70|[0, 0, 0, 1, 1, 0]|2020-05-24 15:25:42.213990
3650|53|[1, 1, 0, 0, 0, 0]|2020-05-24 15:25:43.056742
3651|103|[1, 0, 0, 0, 0, 0]|2020-05-24 15:25:44.925319
3652|102|[0, 0, 0, 1, 0, 0]|2020-05-24 15:25:46.706054
3653|72|[1, 1, 0, 0, 0, 0]|2020-05-24 15:25:48.157654
3654|79|[1, 0, 0, 0, 0, 0]|2020-05-24 15:25:51.275709
3655|66|[1, 0, 0, 0, 0, 0]|2020-05-24 15:25:54.798361
3656|47|[1, 1, 0, 0, 0, 0]|2020-05-24 15:25:56.200279
3657|56|[1, 0, 0, 0, 0, 0]|2020-05-24 15:25:58.511372
3658|67|[0, 0, 0, 1, 1, 0]|2020-05-24 15:26:00.956334
3659|58|[0, 0, 0, 1, 1, 1]|2020-05-24 15:26:02.282906
3660|52|[1, 1, 0, 0, 0, 0]|2020-05-24 15:26:02.912182
3661|125|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:04.550160
3662|68|[1, 1, 1, 0, 0, 0]|2020-05-24 15:26:05.202076
3663|116|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:06.357038
3664|99|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:07.352189
3665|104|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:08.652270
3666|60|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:09.331135
3667|98|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:10.231459
3668|48|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:10.653647
3669|94|[0, 0, 0, 1, 1, 1]|2020-05-24 15:26:11.764776
3670|41|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:12.145964
3671|83|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:12.891652
3672|113|[1, 1, 0, 0, 0, 0]|2020-05-24 15:26:14.001837
3673|112|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:15.009377
3674|103|[1, 1, 0, 0, 0, 0]|2020-05-24 15:26:15.962527
3675|115|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:17.276320
3676|58|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:18.009389
3677|50|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:18.465135
3678|60|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:19.089416
3679|63|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:19.788205
3680|96|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:20.655405
3681|133|[1, 1, 0, 0, 0, 0]|2020-05-24 15:26:22.126069
3682|104|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:23.150234
3683|62|[1, 1, 0, 0, 0, 0]|2020-05-24 15:26:23.736123
3684|77|[0, 0, 0, 1, 1, 0]|2020-05-24 15:26:24.644454
3685|48|[0, 0, 0, 1, 1, 0]|2020-05-24 15:26:25.191474
3686|96|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:26.107208
3687|91|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:26.960706
3688|89|[0, 0, 0, 1, 1, 0]|2020-05-24 15:26:28.018741
3689|59|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:28.933456
3690|83|[0, 0, 0, 1, 1, 0]|2020-05-24 15:26:29.943521
3691|75|[0, 0, 0, 1, 1, 1]|2020-05-24 15:26:30.719194
3692|111|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:31.722698
3693|72|[1, 1, 0, 0, 0, 0]|2020-05-24 15:26:32.395547
3694|75|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:32.960051
3695|96|[1, 1, 0, 0, 0, 0]|2020-05-24 15:26:33.800917
3696|75|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:34.479076
3697|115|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:35.569495
3698|66|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:36.119401
3699|93|[1, 1, 0, 0, 0, 0]|2020-05-24 15:26:36.956025
3700|132|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:38.070816
3701|93|[1, 1, 1, 0, 0, 0]|2020-05-24 15:26:38.977700
3702|83|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:39.786367
3703|45|[1, 1, 0, 0, 0, 0]|2020-05-24 15:26:40.279232
3704|120|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:41.354937
3705|64|[0, 0, 0, 1, 1, 1]|2020-05-24 15:26:42.009562
3706|110|[0, 0, 0, 1, 1, 0]|2020-05-24 15:26:43.231137
3707|113|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:44.401307
3708|57|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:44.946968
3709|67|[1, 1, 0, 0, 0, 0]|2020-05-24 15:26:45.609459
3710|137|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:46.787548
3711|69|[0, 0, 0, 1, 1, 0]|2020-05-24 15:26:47.487321
3712|67|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:48.175990
3713|57|[1, 1, 0, 0, 0, 0]|2020-05-24 15:26:48.748622
3714|68|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:49.380039
3715|155|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:51.102822
3716|99|[0, 0, 0, 1, 1, 0]|2020-05-24 15:26:52.024044
3717|51|[1, 1, 1, 0, 0, 0]|2020-05-24 15:26:52.557391
3718|82|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:53.307327
3719|57|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:53.812301
3720|83|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:54.581601
3721|54|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:55.165573
3722|80|[0, 0, 0, 1, 1, 0]|2020-05-24 15:26:55.983420
3723|68|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:56.776452
3724|117|[0, 0, 0, 1, 0, 0]|2020-05-24 15:26:57.905945
3725|111|[1, 0, 0, 0, 0, 0]|2020-05-24 15:26:59.153932
3726|47|[1, 1, 1, 0, 0, 0]|2020-05-24 15:26:59.529454
3727|57|[1, 0, 0, 0, 0, 0]|2020-05-24 15:27:00.166648
3728|80|[1, 0, 0, 0, 0, 0]|2020-05-24 15:27:00.958467
3729|62|[0, 0, 0, 1, 0, 0]|2020-05-24 15:27:01.517872
3730|72|[0, 0, 0, 1, 0, 0]|2020-05-24 15:27:02.193212
3731|97|[1, 1, 0, 0, 0, 0]|2020-05-24 15:27:03.077902
3732|64|[0, 0, 0, 1, 1, 1]|2020-05-24 15:27:03.634058
3733|55|[0, 0, 0, 1, 1, 0]|2020-05-24 15:27:04.223886
3734|98|[0, 0, 0, 1, 1, 0]|2020-05-24 15:27:05.124655
3735|44|[0, 0, 0, 1, 1, 1]|2020-05-24 15:27:05.565598
3736|45|[1, 1, 0, 0, 0, 0]|2020-05-24 15:27:06.061848
3737|77|[0, 0, 0, 1, 1, 1]|2020-05-24 15:27:06.720228
3738|91|[0, 0, 0, 1, 1, 1]|2020-05-24 15:27:07.510505
3739|69|[0, 0, 0, 1, 0, 0]|2020-05-24 15:27:08.122468
3740|72|[0, 0, 0, 1, 0, 0]|2020-05-24 15:27:08.883957
3741|37|[1, 1, 1, 0, 0, 0]|2020-05-24 15:27:09.248236
3742|102|[1, 1, 0, 0, 0, 0]|2020-05-24 15:27:10.072558
3743|60|[1, 0, 0, 0, 0, 0]|2020-05-24 15:27:10.551040
3744|57|[0, 0, 0, 1, 1, 0]|2020-05-24 15:27:11.152124
3745|69|[0, 0, 0, 1, 0, 0]|2020-05-24 15:27:11.789690
3746|84|[1, 1, 0, 0, 0, 0]|2020-05-24 15:27:12.494812
3747|85|[0, 0, 0, 1, 0, 0]|2020-05-24 15:27:13.188089
3748|88|[0, 0, 0, 1, 0, 0]|2020-05-24 15:27:13.923475
3749|74|[1, 0, 0, 0, 0, 0]|2020-05-24 15:27:14.529088
3750|137|[0, 0, 0, 1, 0, 0]|2020-05-24 15:27:15.726210
3751|37|[1, 1, 0, 0, 0, 0]|2020-05-24 15:27:16.045497
3752|64|[0, 0, 0, 1, 1, 0]|2020-05-24 15:27:16.656497
3753|95|[1, 0, 0, 0, 0, 0]|2020-05-24 15:27:17.429545
3754|105|[0, 0, 0, 1, 1, 0]|2020-05-24 15:27:18.350520
3755|79|[1, 1, 0, 0, 0, 0]|2020-05-24 15:27:18.966799
3756|93|[1, 1, 0, 0, 0, 0]|2020-05-24 15:27:19.793827
3757|52|[1, 0, 0, 0, 0, 0]|2020-05-24 15:27:20.317345
3758|116|[1, 0, 0, 0, 0, 0]|2020-05-24 15:27:21.325405
3759|94|[1, 0, 0, 0, 0, 0]|2020-05-24 15:27:22.209806
3760|61|[1, 1, 0, 0, 0, 0]|2020-05-24 15:27:22.744883
3761|88|[0, 0, 0, 1, 0, 0]|2020-05-24 15:27:23.481940
